archetype,total_insert_events,total_delete_events,total_copy_events,total_paste_events,avg_paste_length,max_paste_length,paste_to_insert_ratio,undo_events,redo_events,run_compile_events,avg_typing_speed,typing_burst_count,typing_pause_frequency,avg_pause_duration,longest_pause,key_latency_mean,key_latency_variance,paste_after_idle_time,typing_vs_paste_ratio,code_edit_distance,total_code_versions,avg_lines_added_per_revision,avg_lines_removed_per_revision,refactor_frequency,compile_error_count,error_fix_time,code_rewrite_ratio,function_rewrite_count,comment_addition_count,total_prompts_sent,avg_prompt_length,max_prompt_length,prompt_similarity_to_problem,prompt_refinement_count,prompt_entropy,clarification_prompt_ratio,solution_request_ratio,debugging_prompt_ratio,ai_response_acceptance_rate,ai_output_edit_distance,prompt_to_code_latency,session_duration,time_to_first_code,time_to_first_ai_prompt,ai_usage_early_ratio,ai_usage_late_ratio,iteration_cycle_count,avg_cycle_duration,focus_switch_count,browser_to_editor_ratio,idle_ratio
Independent Solver,825.0,327.0,1.0,0.0,133.627,310.255,0.0,16.0,5.0,53.162,157.585,84.941,28.0,1.0,49.9,129.2,89.4,-7.58,1.0,0.397,12.0,15.506,3.0,9.0,8.0,-9.5,0.639,3.0,0.0,0.0,21.0,34.0,0.097,0.0,0.533,0.77,0.152,0.5135359259520768,-0.008,0.378,31.2,2646.0,166.0,2888.851,0.156,0.156,4.0,529.2,0.0,0.169,0.153
Prompt Engineer Solver,1040.0,472.0,17.0,15.0,79.0,161.0,0.0144,8.0,1.0,6.0,76.6,27.0,20.0,11.7,41.4,156.7,53.8,17.1,1.0,0.39,4.0,11.0,3.0,0.0,2.0,40.0,0.125,0.0,6.0,15.0,59.0,175.0,0.481,4.0,0.43,0.265,0.696,0.156,0.58,0.821,69.0,2395.0,311.0,135.0,0.566,0.282,1.0,598.8,70.276,0.498,0.9508231053000454
Structured Collaborator,791.0,289.0,13.0,6.816,79.0,167.0,0.0126,5.0,0.0,1.0,71.9,23.0,19.0,19.4,125.15,166.9,51.7,11.9,5.0,0.189,1.0,16.0,8.0,0.0,0.0,34.2,0.358303883376337,0.0,10.0,11.0,35.492,53.0,1.182,3.0,0.34,0.26,0.705,0.258,1.0,0.784,63.6,3126.0,345.0,207.0,1.0,0.411,2.0,1.0,13.0,0.407,0.375
AI-Dependent Constructor,426.0,223.192,11.0,52.0,158.0,266.0,0.1218,3.0,0.0,4.0,30.2,14.0,13.0,1.0,75.4,397.4,748.373,28.1,0.259,0.143,4.0,18.574,8.0,2.0,0.838,93.6,0.197,0.0,1.0,22.0,5.0,47.228,0.701,0.0,0.274,0.6257060182436786,0.694,0.362,1.0,0.047,12.7,1.0,10.0,47.0,0.837,0.261,16.0,105.9,146.375,0.645,0.77
AI-Dependent Constructor,834.036,0.0,1.0,58.0,71.0,181.0,0.1742,8.882,0.0,5.0,37.3,9.0,4.0,28.1,138.806,321.7,69.867,29.4,0.403,0.285,4.0,27.0,8.0,3.0,2.625,122.85,0.084,0.0,1.0,25.0,33.0,46.0,0.776,0.0,0.324,0.204,0.783,0.233,0.628,0.076,-4.5,1121.0,16.0,186.0,0.728,0.343,1.0,74.7,98.575,0.556,0.616
Iterative Debugger,1473.0,437.0,0.687,0.0,27.761,97.0,0.0,22.0,8.0,34.0,72.9,39.0,31.0,6.4,37.9,164.6,69.6,26.907,10.0,0.45,31.0,5.0,2.0,22.414,13.0,40.076,0.682,5.0,2.0,3.0,11.0,31.0,0.686,0.0,0.544,0.668,0.255,0.607,0.217,0.359,92.561,4100.0,116.0,1556.0,0.08,0.354,12.0,315.4,7.0,0.27,0.247
Structured Collaborator,1026.668,342.0,26.986,40.0,69.0,167.0,0.0351,8.0,8.759,4.0,48.1,53.0,61.0,1.0,54.7,249.5,115.7,6.9,2.059,0.345,4.0,33.32,14.0,0.0,1.0,1.4,0.133,0.0,5.0,11.266,8.0,10.0,0.425,4.0,0.464,0.26,0.641,0.331,0.609,0.892,60.5,2545.0,284.0,234.0,0.52,0.301,0.27730487192402864,1272.5,23.0,0.325,0.279
Independent Solver,1650.0,1530.954,6.0,9.0,193.175,117.0,0.0055,15.0,2.0,7.0,94.3,68.0,73.0,1.0,115.407,127.3,70.6,-1.0,10.0,0.291,36.467,14.0,8.0,14.0,2.0,22.9,0.494,4.0,0.0,4.0,7.0,8.0,-0.034,0.0,0.431,0.2016747130794877,0.246,0.203,0.032,0.2,27.0,2872.0,119.0,1560.0,0.005,0.126,10.0,1.0,6.0,0.238,0.249
Structured Collaborator,926.0,304.0,18.0,26.0,114.0,182.0,0.028,18.151,3.0,1.0,87.3,24.0,32.0,6.7,15.7,137.5,99.9,0.0,1.562,0.262,1.0,21.0,18.0,8.676,0.0,23.8,0.179,0.0,11.0,8.0,20.0,151.347,0.578,6.493,0.498,0.158,0.809,1.0,0.475,0.735,57.8,3172.0,331.0,379.0,0.489,0.347,1.0,1586.0,15.0,0.498,0.45
Independent Solver,1482.0,709.0,8.0,0.0,46.0,134.0,0.0,20.0,1.82,12.0,98.5,253.124,65.0,0.1,1.491,121.8,101.411,3.9,10.0,0.408,14.0,11.602,2.0,8.0,3.0,-1.5,1.0,5.0,4.0,5.0,5.0,13.0,0.089,0.0,0.321,1.0,0.358,0.181,0.121,0.487,30.6,2870.0,101.0,1503.0,0.161,0.085,4.0,574.0,31.716,0.17,0.143
Prompt Engineer Solver,2261.146,288.0,14.0,27.0,17.0,45.0,0.10265162593645366,9.0,2.0,8.0,26.8,40.878,19.0,1.0,34.5,447.8,101.1,8.8,9.641,0.117,8.0,12.0,9.0,3.0,3.933,41.0,0.08,0.0,10.0,11.0,70.0,164.783,0.842,6.0,0.158,0.225,1.0,0.142,0.659,2.471,54.7,2954.0,240.0,479.0,0.499,0.467,4.0,590.8,26.0,0.353,0.4
Independent Solver,1192.0,535.0,0.0,0.0,5.0,14.0,0.0,21.0,31.538,14.0,91.6,50.0,48.0,1.0,8.1,131.0,95.2,-9.2,10.0,0.297,16.0,7.0,14.448,14.0,4.0,42.598,0.322,6.381,2.842,5.0,5.0,11.0,-0.042,0.0,0.346,0.528,0.47,0.238,0.454,0.261,31.8,2918.0,68.0,1658.0,0.066,0.09,1.0,486.3,10.0,0.256,0.293
Independent Solver,1471.0,568.0,7.0,19.534,0.0,0.0,0.0048,18.0,4.0,13.0,86.4,96.0,56.0,4.6,15.4,138.9,48.6,59.177,10.0,0.504,11.0,1.25,0.0,19.373,6.0,62.0,0.7105251943406103,3.0,2.0,2.98,18.0,26.0,0.169,0.0,0.767,0.824,0.175,0.239,0.153,0.228,26.2,3169.0,152.0,1487.0,0.159,0.46530500329211594,6.0,452.7,1.0,0.179,0.181
Independent Solver,1820.0,801.0,0.0,0.0,20.0,49.0,0.0,24.0,9.0,12.0,38.747,70.0,51.0,1.5,8.7,177.0,102.0,-1.8,10.0,0.63,10.0,7.0,4.0,8.0,1.0,0.3,0.361,28.723,0.0,3.0,14.0,101.557,0.219,0.0,0.504,0.719,0.224,0.266,-0.071,0.347,29.3,3259.0,138.0,1530.0,0.107,0.411,4.0,651.8,3.0,0.237,0.218
Iterative Debugger,1496.0,584.0,7.0,8.0,0.0,0.0,0.0053,19.0,7.0,40.0,121.9,50.0,40.0,5.5,14.3,98.4,126.668,-6.631,10.0,0.549,37.0,21.042,2.0,11.0,16.0,1.4,1.0,4.0,0.0,0.0,13.0,29.0,-0.339,0.0,0.275,1.0,0.354,0.67,0.112,0.436,14.8,2899.0,88.0,1441.0,0.057,0.332,7.0,362.4,0.0,0.11,0.104
Independent Solver,1112.0,418.0,9.0,20.0,17.0,66.704,0.018,20.0,4.0,17.0,72.4,52.0,66.0,0.2,0.6,165.7,59.6,-0.6,10.0,0.499,52.452,2.0,1.0,5.0,2.0,30.8,0.65,2.0,0.0,0.0,19.009,13.0,0.221,2.0,0.424,0.548,0.417,0.172,0.1474716531161702,0.405,30.1,2341.0,107.0,2586.598,0.184,1.0,9.0,234.1,0.0,0.3817628513206302,0.129
Structured Collaborator,776.0,278.0,10.0,22.0,0.0,0.0,0.0283,4.866,0.0,1.0,53.4,19.0,27.0,15.1,67.6,747.099,150.2,13.4,10.0,0.127,1.0,67.37,13.0,2.0,0.0,28.8,0.189,0.0,7.0,27.177,9.0,13.0,0.416,3.0,0.2,0.21579909463842292,0.755,0.201,0.652,0.329,239.913,2690.0,334.0,325.0,0.303,0.275,1.0,1345.0,97.293,0.584,0.559
Independent Solver,1588.0,614.0,2.294,9.0,38.0,306.095,0.0057,24.0,2.247,12.0,109.556,53.0,32.0,9.4,25.5,291.061,88.4,4.0,10.0,2.226,12.0,5.0,1.0,7.0,26.896,29.7,0.523,2.0,12.501,0.0,14.0,22.0,0.227,1.0,0.306,0.556,0.373,0.256,0.343,0.295,37.0,2567.0,110.0,1556.0,0.159,0.113,1.0,256.7,0.0,0.252,0.5156561326866641
Independent Solver,1502.0,605.0,0.0,8.0,9.404,182.502,0.0053,15.0,2.0,15.0,66.4,196.416,47.0,5.0,15.4,479.279,51.2,0.5,10.0,0.547,38.141,14.0,8.0,11.0,3.598,31.0,0.582,4.0,6.0,0.0,20.0,44.0,0.171,0.0,0.424,0.647,0.267,0.169,0.227,0.207,31.1,2463.0,221.662,1594.0,0.082,0.289,7.0,307.9,0.0,0.5197733402477138,0.161
AI-Dependent Constructor,135.0,77.0,3.0,61.0,107.0,160.001,0.4485,4.377,2.0,6.0,23.9,5.0,6.0,27.1,191.017,605.812,285.1,29.6,0.103,0.886,6.0,18.0,14.0,0.0,2.0,425.092,0.175,0.0,2.0,24.0,18.0,34.0,0.839,1.0,0.853,0.102,0.872,0.141,0.91,0.142,6.0,1.0,16.0,10.0,0.833,0.486,19.0,1.0,244.634,0.511,0.442
Iterative Debugger,1299.0,513.0,0.0,9.0,0.0,0.0,0.0069,14.0,24.076,65.389,87.5,44.0,126.907,3.1,12.724,137.1,43.8,-13.9,10.0,0.523,41.0,5.0,4.0,5.0,15.0,49.8,0.51,4.0,2.0,0.0,5.0,14.0,0.066,0.0,0.53,0.778,0.13,0.775,0.027,0.294,35.9,4435.0,414.246,1630.0,0.055149190177102174,0.448,4.0,887.0,0.0,0.158,0.161
AI-Dependent Constructor,223.0,101.341,13.0,52.0,170.0,1454.482,0.2321,3.0,0.0,6.0,50.9,7.0,10.369,32.2,149.9,235.8,128.1,32.7,0.126,0.309,8.0,19.0,6.926,5.0,1.0,72.3,0.139,0.0,20.351,24.0,17.0,47.0,0.686,0.0,0.25,0.207,0.791,0.375,0.8,0.382,18.0,1203.0,49.0,15.0,0.842,0.433,5.0,200.5,46.0,0.787,0.656
Independent Solver,5580.682,428.0,4.0,0.0,0.0,0.0,0.0,58.905,8.0,18.0,473.159,38.0,24.0,2.5,15.0,121.7,73.5,-24.421,10.0,0.465,18.34,3.073,0.0,6.405,8.0,-23.272,0.381,4.0,3.0,1.0,8.0,14.0,0.773,0.0,0.215,1.0,0.301,0.383,0.3,0.516,23.9,2150.0,87.0,1535.0,0.059,0.245,10.0,195.5,1.0,0.0647491009882198,0.286
Independent Solver,708.683,412.0,0.0,77.653,43.132,83.0,0.0218,18.0,4.0,15.0,58.2,29.0,14.0,1.0,66.4,206.2,68.0,33.826,7.365,0.322,14.0,4.0,3.0,11.0,6.0,35.871,0.516,5.0,0.0,4.0,27.026,17.0,0.02,0.0,0.93,0.699,0.9846935970894136,0.153,0.13,0.385,42.0,2487.0,158.0,1544.0,0.171,0.456,7.0,310.9,8.0,0.228,0.41552816748814103
Independent Solver,1333.0,508.0,0.0,0.0,31.0,63.71,0.0,27.0,7.0,18.0,84.5,37.0,26.0,-3.4,-16.9,142.0,57.7,-1.8,1.0,0.468,18.0,6.0,2.0,8.604,22.819,30.0,0.448,4.0,1.0,3.0,5.0,12.0,0.062,0.0,0.521,1.0,0.134,0.266,0.055,0.404,33.5,1.0,127.0,1524.0,0.3421677518343332,0.134,5.0,578.3,4.0,0.265,0.218
Independent Solver,1211.0,2159.869,5.0,6.0,37.0,51.0,0.005,15.0,3.0,55.03,78.2,43.0,151.46,5.6,26.7,153.5,282.699,24.3,10.0,0.209,19.0,1.512,0.0,14.0,1.0,8.1,0.37,16.306,0.0,1.0,17.0,73.777,-0.07,0.0,0.516,0.875,0.12,0.195,0.3876736886632606,0.422,25.5,1.0,138.0,1473.0,0.042,0.447,1.0,477.7,2.0,0.275,0.266
Iterative Debugger,699.0,845.697,0.0,5.0,22.0,35.0,0.0071,24.0,3.0,26.0,119.2,25.416,13.0,1.0,25.4,100.7,72.9,6.5,10.0,0.717,33.0,1.0,0.0,11.0,9.0,50.6,0.452,5.0,2.0,0.0,5.0,6.0,0.096,0.0,0.414,0.553,0.386,0.569,0.059,1.298,26.6,1.0,187.407,4393.006,0.5091702909731907,0.243,4.0,774.4,0.0,0.194,0.191
Prompt Engineer Solver,989.0,462.0,19.0,22.0,23.156,888.877,0.0222,8.0,0.0,1.494,48.4,31.0,16.0,8.6,36.4,247.9,79.5,45.004,1.0,0.153,3.0,19.0,4.0,2.0,1.116,85.8,0.183,0.0,11.0,13.0,201.514,231.0,0.379,1.288,0.234,0.296,0.681,0.208,0.688,0.642,64.5,2497.0,293.0,272.0,0.2302559244484947,0.348,3.0,624.2,26.0,0.517,0.564
Structured Collaborator,839.0,309.0,16.0,17.0,55.869,92.0,0.0202,8.0,2.0,1.0,55.2,24.0,20.0,20.5,49.3,217.4,198.922,15.3,3.522,0.391,1.0,97.844,6.0,0.0,0.0,72.2,0.196,0.0,8.0,11.0,33.0,85.0,0.534,4.0,0.363,0.228,1.0,0.234,0.663,0.876,59.8,2113.0,286.0,389.0,0.57,0.38,2.0,704.3,23.0,0.378,0.439
Iterative Debugger,743.207,1669.159,12.505,9.511,0.0,0.0,0.0016,17.0,3.0,36.0,111.3,39.0,94.11,8.2,45.82,107.8,42.7,5.2,10.0,0.784,109.175,4.0,1.0,2.067,8.0,30.1,0.424,12.111,2.0,1.0,11.0,19.0,0.157,0.0,0.312,0.733,0.231,0.46,0.265,0.332,40.6,3619.0,148.0,1475.0,0.064,0.472,2.0,1206.3,1.0,0.164,0.151
Independent Solver,1415.0,664.0,13.0,3.0,0.0,0.0,0.0021,18.0,5.0,21.0,93.7,59.0,117.616,2.4,8.2,128.1,41.3,-3.4,1.0,0.748,17.0,3.0,2.0,13.0,10.0,27.0,0.44465952976362827,3.0,2.0,2.0,40.605,20.0,-0.037,0.0,0.309,0.843,0.154,0.179,0.229,0.524,44.6,2293.0,190.0,1687.0,0.146,0.406,1.0,1146.5,2.851,0.16,0.181
Prompt Engineer Solver,1036.0,435.0,22.0,17.0,489.808,252.0,0.0164,1.0,0.0,9.0,49.2,32.0,42.0,7.8,17.1,1107.719,171.7,33.2,2.695,0.373,15.019,22.0,6.0,0.0,1.0,65.0,0.172,0.0,11.0,12.0,58.0,114.0,0.283,13.26,0.54,0.259,0.712,0.202,0.586,0.678,55.3,3215.0,1197.186,313.0,0.351,0.572,1.0,643.0,23.0,0.558,0.658
Independent Solver,1692.0,1005.179,6.0,0.0,0.0,0.0,0.0,24.0,7.0,15.0,153.825,62.0,77.0,8.7,153.594,127.3,27.2,18.9,10.0,0.773,12.0,1.0,0.0,6.0,6.0,43.3,0.672,2.0,2.0,0.0,21.0,48.0,-0.088,0.0,0.552,0.821,0.079,0.48513862571386446,0.24,0.212,14.362,1.0,121.0,1604.0,0.3387387490985718,0.111,10.0,268.2,0.0,0.221,0.222
AI-Dependent Constructor,265.0,1.0,4.0,16.795,175.0,374.0,0.1992,3.942,0.0,7.0,5.0,8.0,6.0,23.5,89.4,2400.0,664.9,23.6,0.143,0.183,6.0,20.0,13.0,5.0,3.0,118.3,0.151,0.0,2.0,11.092,21.0,132.147,0.694,0.0,0.312,0.125,0.832,0.382,0.795,0.056,-4.6,1092.0,13.585,278.0,0.832,1.0,45.0,23.7,53.0,0.544,0.465
Iterative Debugger,1552.0,560.0,5.0,8.0,57.0,68.0,0.0052,21.0,3.0,33.0,75.6,59.0,318.189,1.2,6.439,158.7,59.3,4.2,10.0,0.122,29.0,12.0,14.736,8.0,14.0,37.1,0.4035616668836095,19.637,1.0,1.0,7.0,10.0,0.018,0.0,2.632,0.512,0.467,0.73,0.109,0.274,21.0,3546.0,123.969,1582.0,0.026,0.474,8.0,394.0,3.702,0.253,0.255
Iterative Debugger,745.0,309.0,6.841,24.0,70.0,86.0,0.0322,23.0,2.0,103.06,276.574,35.0,49.0,5.7,12.0,811.393,129.5,-13.449,2.216,0.328,44.0,17.0,7.0,14.0,47.062,-12.4,1.0,4.0,0.0,0.0,10.0,26.0,0.162,0.0,0.515,0.624,0.358,0.678,0.6949301411251226,0.478,29.6,3413.0,92.0,1668.0,0.06,0.093,18.0,179.6,0.0,0.4998016102306362,0.103
Prompt Engineer Solver,644.0,207.0,15.0,50.448,95.0,244.0,0.0357,4.0,0.0,1.0,67.0,39.0,187.586,13.1,69.8,179.1,81.8,16.0,1.473,0.358,1.0,22.0,9.0,0.0,0.0,46.7,0.109,0.0,10.0,10.0,166.478,146.0,0.478,5.0,0.628,0.296,1.0,0.252,0.659,0.896,50.1,2821.0,307.0,1373.504,0.403,0.294,2.0,940.3,20.0,0.563,0.585
Structured Collaborator,998.0,415.0,18.0,19.0,8.0,20.0,0.07813081615889846,2.0,0.0,13.0,15.179,27.0,32.0,14.4,38.0,219.4,129.9,8.7,10.0,0.2,10.0,19.0,17.0,0.0,2.0,44.3,0.194,0.0,10.0,15.0,30.0,42.0,0.471,4.0,0.493,0.215,0.717,0.287,0.696,0.417,58.8,3079.0,600.942,241.0,0.544,0.894393768682141,2.0,1026.3,26.0,0.531,0.56
Prompt Engineer Solver,749.0,315.0,19.0,17.0,356.592,210.0,0.0227,5.0,0.0,1.0,56.2,45.0,39.0,24.7,141.1,213.5,132.4,25.4,1.0,0.348,1.0,26.0,15.0,4.0,0.0,28.3,0.103,0.0,13.0,61.049,67.0,159.0,0.436,6.0,0.294,0.23853961892024958,0.685,0.343,0.622,0.761,102.182,1.0,317.0,859.63,0.53,0.478,2.0,937.0,69.066,0.589,0.518
Independent Solver,1350.0,615.0,19.0,1.0,0.0,0.0,0.0007,20.0,3.0,25.504,82.3,34.0,44.0,4.8,45.944,145.8,109.006,-6.5,10.0,0.756,18.0,2.0,1.0,31.895,6.0,19.8,0.474,3.0,0.0,4.0,14.0,32.0,-0.018,0.0,0.207,0.851,0.128,0.225,0.282,0.341,30.9,2154.0,113.0,1541.0,0.104,0.154,9.0,1.0,5.0,0.122,0.105
Structured Collaborator,498.0,245.0,17.0,22.0,64.0,187.0,0.0441,6.0,2.0,4.0,45.4,21.0,11.0,6.1,13.885,264.3,123.4,14.1,1.767,0.17,6.725,21.0,12.0,3.0,0.0,63.2,0.11,0.0,8.0,19.94,108.709,43.0,0.498,3.0,0.505,0.258,0.728,0.318,0.583,0.754,77.7,3283.0,360.0,461.0,1.0,0.31,3.0,1.0,25.0,0.386,0.377
Independent Solver,1253.0,1200.001,7.0,11.0,18.0,25.0,0.0088,14.0,2.0,40.74,81.8,51.0,241.261,9.1,47.4,203.611,37.8,9.7,10.0,0.689,15.0,7.0,3.0,9.0,6.0,11.4,0.48290808094297305,5.0,3.0,0.0,47.736,27.0,0.127,1.0,0.387,0.724,0.274,0.385,0.223,0.37,20.8,3033.0,508.122,1705.0,0.022,0.415,12.0,233.3,0.0,0.8441566743120205,0.162
Exploratory Learner,1731.0,638.0,0.0,0.0,162.353,64.0,0.0,10.0,3.0,21.0,85.5,53.0,70.0,4.5,24.5,140.4,83.1,11.9,10.0,0.612,19.0,8.0,3.0,6.0,7.0,-11.7,0.527,3.0,0.0,2.0,5.0,11.0,-0.034,0.0,0.943,0.692,0.257,0.223,0.125,0.64,20.8,4071.0,178.0,1514.0,0.079,0.262,1.0,1017.8,2.0,0.133,0.6116922613224882
Prompt Engineer Solver,131.0,9.0,20.838,7.0,75.0,153.0,0.19033231194996297,15.0,3.0,5.0,56.2,5.0,6.0,14.3,64.0,773.138,305.155,14.6,1.245,0.322,6.0,15.0,21.32,3.0,2.0,38.0,0.093,0.0,11.0,5.0,73.0,97.0,0.447,5.0,1.428,0.275,0.661,0.247,0.453,0.6,58.8,1.0,356.0,1126.044,0.581,0.7123530841600259,1.0,1577.0,6.0,0.522,0.445
Prompt Engineer Solver,597.0,188.0,16.0,31.0,39.0,257.651,0.0518,14.0,2.0,2.0,53.0,23.0,32.0,1.0,21.2,226.4,163.4,8.6,1.0,0.173,2.0,54.756,7.0,0.0,0.0,21.3,0.075,1.0,8.0,14.81,51.0,100.0,0.382,7.0,1.472,0.135,0.857,0.138,0.7070322091400241,0.818,63.5,3017.0,314.0,371.0,0.39,0.502,3.0,754.2,14.0,0.536,0.616
Prompt Engineer Solver,854.796,384.0,16.0,17.0,63.0,105.0,0.0164,8.0,1.0,34.797,76.1,107.443,28.0,7.3,24.3,157.7,227.935,24.0,1.0,0.315,6.0,15.0,10.0,16.087,2.0,210.244,0.072,1.0,11.0,13.0,310.162,883.351,0.468,3.0,0.464,0.282,0.682,0.179,0.659,0.89,44.8,2839.0,285.0,274.0,0.4401334039315197,0.402,1.0,1419.5,149.91,0.533,0.508
AI-Dependent Constructor,10.0,23.0,8.0,57.0,204.0,491.0,5.1818,0.0,0.0,2.0,94.902,14.777,5.0,34.2,148.1,608.292,198.831,37.8,0.004,0.393,2.0,20.0,6.0,2.0,1.0,107.5,0.061,0.0,3.0,28.0,21.0,26.0,0.72,0.0,0.267,0.186,0.786,0.298,0.734,0.038,5.6,1550.0,69.0,66.0,0.847,0.3591997951230406,5.0,258.3,53.0,0.755,0.67
Iterative Debugger,2138.599,647.0,1.0,0.0,71.0,150.0,0.0,47.461,4.0,34.0,130.631,73.0,44.0,1.0,1.8,131.0,77.6,0.1,10.0,0.449,48.0,1.0,0.0,9.0,25.78,48.2,0.436,4.0,1.0,8.0,15.0,35.0,-0.015,1.0,0.21,0.757,0.218,0.628,0.26,0.421,20.3,4004.0,139.0,6243.351,0.17,0.129,9.0,400.4,10.0,0.231,0.242
AI-Dependent Constructor,629.0,0.0,2.0,46.0,102.0,292.0,0.073,8.0,1.0,2.0,8.5,31.0,26.0,23.3,131.1,1411.8,854.602,45.7,0.67,0.149,2.0,88.563,15.0,0.0,0.0,93.8,0.153,0.0,4.0,53.8,26.0,56.0,0.837,2.0,0.411,0.278,0.256118592785567,0.219,0.883,0.065,5.0,1.0,66.0,10.0,0.702,0.543,4.0,1.0,65.0,0.639,0.627
Structured Collaborator,1073.0,1563.844,11.0,77.57,50.0,318.001,0.0177,7.0,2.35,1.0,64.223,28.0,28.0,16.5,50.9,219.0,102.0,9.6,1.0,0.341,1.0,20.0,5.0,9.0,0.0,48.4,0.7082267208657881,0.0,8.0,12.0,7.0,10.0,0.356,5.0,0.403,0.1,0.897,0.143,0.627,0.791,58.9,2667.0,645.179,350.0,1.0,0.336,4.0,533.4,60.697,0.436,0.499
Iterative Debugger,1592.0,581.0,0.0,2.0,39.0,74.042,0.0013,41.281,7.0,34.0,86.9,40.0,38.0,12.9,38.6,138.1,60.7,4.7,1.0,0.242,41.0,6.0,3.0,11.0,16.0,29.1,0.302,10.244,3.0,0.0,5.0,13.0,-0.071,0.0,1.9,0.839,0.17519980320218617,0.75,0.336,0.274,7.9,3828.0,689.088,2701.937,0.114,0.264,6.0,546.9,0.0,0.154,0.15
Prompt Engineer Solver,1327.0,484.0,40.305,49.0,79.0,224.0,0.0369,9.0,1.233,8.0,42.4,44.0,31.0,10.8,100.03,283.0,57.0,4.4,1.714,0.285,8.0,19.0,16.0,0.0,1.0,40.8,0.072,0.0,12.0,13.0,65.0,181.0,0.292,5.0,0.261,0.232,0.695,0.326,0.69,0.88,53.3,3616.0,239.0,302.0,0.317,0.487,1.0,1.0,16.0,0.4,0.469
Structured Collaborator,1225.0,447.0,106.794,15.0,44.0,89.0,0.0122,2.0,0.0,41.947,67.2,32.0,40.0,18.3,75.4,178.6,132.8,8.0,9.266,0.312,9.0,20.0,9.0,0.0,1.0,90.617,0.063,4.063,31.711,8.0,7.0,28.807,0.481,5.0,0.526,0.167,0.764,0.30804502762891595,0.579,0.893,63.1,3594.0,263.0,360.0,0.392,0.485,1.0,1797.0,12.0,0.486,0.582
Exploratory Learner,1536.0,642.0,0.0,9.0,29.0,74.0,0.0059,19.0,6.0,52.643,82.6,64.0,56.0,6.3,17.4,145.3,110.8,-12.2,10.0,0.318,11.0,5.0,1.0,16.0,6.0,32.2,1.0,2.0,2.0,5.0,5.0,6.0,0.202,0.0,0.795,0.628,0.327,0.182,0.145,0.442,39.5,1.0,66.0,1459.0,0.053,0.251,8.0,1.0,7.166,0.15471538685355976,0.121
Structured Collaborator,3737.72,131.041,9.0,20.0,134.0,190.0,0.0239,1.0,0.0,9.877,73.9,28.0,29.0,11.3,32.0,162.4,64.9,7.5,1.561,0.383,2.0,20.0,17.0,0.0,0.0,91.644,0.177,0.0,11.0,12.0,21.0,59.0,0.384,5.0,0.367,0.134,0.798,0.226,0.589,0.606,60.9,2871.0,305.0,304.0,0.55,0.345,1.0,1.0,17.0,0.30766287388440805,0.6036108628532814
AI-Dependent Constructor,768.0,52.0,23.288,141.422,601.947,233.0,0.0598,7.0,2.0,7.0,21.0,30.0,24.0,1.0,123.6,571.4,319.8,36.9,1.0,0.161,8.0,20.0,11.0,0.0,1.0,103.8,0.25636252476730037,0.0,4.0,22.0,32.0,75.0,0.929,2.0,0.594,0.245,0.711,0.2957089008082751,0.852,0.063,5.4,967.0,89.729,10.0,0.664,0.319,11.0,80.6,43.0,0.762,1.0
Prompt Engineer Solver,541.0,266.0,12.0,20.0,54.0,145.0,0.0369,5.0,1.0,4.0,65.5,31.0,41.0,12.5,43.8,183.2,549.682,6.9,2.502,0.325,12.229,14.0,5.0,1.0,2.0,42.4,0.36163036989316644,0.0,13.0,15.31,60.0,457.974,0.281,5.0,0.434,0.143,0.783,0.122,0.519,0.765,258.73,1985.0,309.0,1627.145,0.345,0.555,1.0,992.5,24.0,0.45,0.397
Independent Solver,5516.54,625.0,15.0,3.0,111.755,62.0,0.0018,15.0,2.0,14.0,43.3,46.0,58.0,8.7,38.9,277.1,140.0,34.387,10.0,1.569,16.0,5.0,4.0,13.0,2.0,-32.516,0.446,3.0,1.262,3.0,9.0,13.0,-0.137,0.0,0.545,0.732,0.254,0.364,0.173,0.224,38.9,3235.0,129.0,1643.0,0.07,0.137,11.0,269.6,5.0,0.268,0.292
Independent Solver,1544.0,620.0,1.0,12.0,0.0,0.0,0.0078,10.0,2.0,19.209,117.71,89.0,94.253,-4.1,-48.284,132.7,34.5,-5.5,10.0,0.448,19.0,7.0,3.0,12.0,4.0,29.554,0.308,8.726,2.064,4.0,10.0,14.0,0.242,0.0,1.707,0.825,0.101,0.243,-0.006,0.399,35.3,2386.0,105.0,1424.0,0.15,0.365,3.0,596.5,23.438,0.141,0.168
Iterative Debugger,1601.0,645.0,0.0,0.0,2.0,12.981,0.0,5.875,5.0,37.0,320.35,82.0,95.0,2.2,5.1,125.0,33.5,-0.9,10.0,0.622,55.0,9.0,6.0,13.0,47.57,33.5,0.387,2.0,0.0,2.168,40.551,30.0,0.134,0.0,0.412,1.0,0.122,1.0,0.332,0.232,45.7,3590.0,147.0,1409.0,0.024,0.175,3.0,897.5,19.504,0.157,0.143
AI-Dependent Constructor,567.0,5.0,0.0,30.0,141.0,412.589,0.0528,12.237,2.0,3.0,27.6,31.0,33.0,1.0,103.6,434.8,154.4,39.8,0.67,0.336,4.0,15.0,9.0,1.0,0.0,67.0,0.127,0.0,0.0,31.0,15.0,83.64,0.811,1.0,0.552,0.162,0.814,0.245,0.796,0.284,11.8,1472.0,45.0,146.0,0.63,0.557,5.0,245.3,51.0,0.752,1.0
